Student_ID,Year,Attendance_Y1_S1,Attendance_Y1_S2,Maths_Y1_Score,Maths_Y1_Credit,Physics_Y1_Score,Physics_Y1_Credit,Chemistry_Y1_Score,Chemistry_Y1_Credit,English_Y1_Score,English_Y1_Credit,Computer_Y1_Score,Computer_Y1_Credit,Percentage,Avg_Attendance,Result,Risk,Attendance_Y2_S1,Attendance_Y2_S2,Data Structures_Y2_Score,Data Structures_Y2_Credit,Maths_Y2_Score,Maths_Y2_Credit,Python Programming_Y2_Score,Python Programming_Y2_Credit,Operating Systems_Y2_Score,Operating Systems_Y2_Credit,Computer Networks_Y2_Score,Computer Networks_Y2_Credit,Attendance_Y3_S1,Attendance_Y3_S2,Machine Learning_Y3_Score,Machine Learning_Y3_Credit,DBMS_Y3_Score,DBMS_Y3_Credit,Web Technologies_Y3_Score,Web Technologies_Y3_Credit,Probability_Y3_Score,Probability_Y3_Credit,AI Basics_Y3_Score,AI Basics_Y3_Credit,Attendance_Y4_S1,Attendance_Y4_S2,Deep Learning_Y4_Score,Deep Learning_Y4_Credit,AI Ethics_Y4_Score,AI Ethics_Y4_Credit,Cloud Computing_Y4_Score,Cloud Computing_Y4_Credit,NLP_Y4_Score,NLP_Y4_Credit,Capstone Project_Y4_Score,Capstone Project_Y4_Credit
Y2_S157,2,54,61,46,4,91,4,30,4,33,3,42,3,55.64,66.5,Pass,0,86.0,65.0,33.0,3.0,98.0,4.0,31.0,2.0,35.0,2.0,80.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S158,2,56,53,31,3,40,2,39,2,37,2,43,3,45.89,67.0,Fail,1,94.0,65.0,50.0,3.0,68.0,4.0,36.0,2.0,30.0,3.0,67.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S159,2,98,88,73,3,91,3,35,2,80,3,67,4,73.14,73.0,Pass,0,54.0,52.0,50.0,3.0,86.0,3.0,68.0,2.0,88.0,3.0,85.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S160,2,96,76,77,3,56,3,81,3,61,3,55,2,64.36,73.5,Pass,0,55.0,67.0,86.0,3.0,60.0,4.0,62.0,2.0,31.0,3.0,76.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S161,2,81,78,64,4,47,3,59,2,39,4,81,2,66.85,65.0,Pass,0,55.0,46.0,87.0,3.0,65.0,2.0,76.0,2.0,69.0,2.0,97.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S162,2,63,62,48,3,52,4,83,2,41,3,82,2,64.32,59.75,Fail,1,52.0,62.0,86.0,2.0,55.0,3.0,83.0,2.0,58.0,4.0,87.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S163,2,56,46,57,3,31,4,36,3,45,4,69,3,54.48,57.75,Fail,1,53.0,76.0,44.0,2.0,42.0,2.0,81.0,2.0,70.0,2.0,79.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S164,2,86,51,69,4,44,2,99,2,33,4,55,2,65.58,71.25,Pass,0,81.0,67.0,69.0,2.0,52.0,4.0,45.0,3.0,90.0,4.0,97.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S165,2,97,86,54,3,38,2,83,3,57,4,98,3,72.24,87.75,Pass,0,90.0,78.0,87.0,3.0,71.0,3.0,97.0,2.0,62.0,4.0,85.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S166,2,52,81,80,3,72,2,44,3,44,2,83,4,64.0,60.75,Fail,1,54.0,56.0,33.0,4.0,47.0,2.0,65.0,2.0,96.0,2.0,90.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S167,2,62,87,64,3,92,2,33,2,70,4,74,3,59.83,70.0,Pass,0,59.0,72.0,71.0,2.0,30.0,4.0,46.0,4.0,64.0,3.0,71.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S168,2,83,70,78,3,67,4,51,2,88,2,97,4,74.38,66.5,Pass,0,67.0,46.0,78.0,4.0,60.0,4.0,69.0,4.0,72.0,3.0,84.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S169,2,70,60,86,4,44,4,97,3,59,4,78,4,71.11,60.75,Fail,1,65.0,48.0,73.0,4.0,87.0,4.0,82.0,4.0,52.0,2.0,50.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S170,2,61,94,66,2,48,3,74,3,91,4,73,4,74.38,85.0,Pass,0,88.0,97.0,97.0,4.0,63.0,3.0,98.0,4.0,39.0,3.0,70.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S171,2,83,49,39,3,89,4,50,2,59,2,78,2,72.93,60.5,Fail,1,61.0,49.0,87.0,2.0,91.0,4.0,81.0,2.0,69.0,3.0,72.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S172,2,63,80,79,2,42,3,91,2,72,2,65,3,62.0,71.25,Pass,0,88.0,54.0,35.0,2.0,30.0,4.0,87.0,4.0,50.0,4.0,85.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S173,2,67,96,49,3,83,2,57,2,50,3,76,3,59.37,74.75,Pass,0,73.0,63.0,94.0,2.0,32.0,3.0,50.0,4.0,69.0,4.0,54.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S174,2,89,82,84,2,85,4,99,4,95,4,36,3,75.87,85.75,Pass,0,86.0,86.0,88.0,2.0,46.0,4.0,76.0,3.0,92.0,3.0,48.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S175,2,49,83,68,2,33,3,54,2,59,2,97,4,63.46,64.5,Fail,1,68.0,58.0,98.0,3.0,71.0,2.0,41.0,3.0,46.0,3.0,52.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S176,2,45,59,61,2,44,2,64,3,56,4,49,2,58.9,65.5,Pass,0,65.0,93.0,30.0,3.0,76.0,4.0,88.0,3.0,47.0,3.0,61.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S177,2,72,62,68,2,73,3,63,4,65,3,67,4,65.16,60.0,Fail,1,53.0,53.0,80.0,4.0,34.0,3.0,59.0,4.0,93.0,2.0,57.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S178,2,87,58,51,4,52,2,67,4,97,4,30,4,53.94,69.0,Pass,0,75.0,56.0,34.0,3.0,71.0,3.0,41.0,4.0,47.0,3.0,46.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S179,2,85,75,63,3,74,3,80,3,63,4,99,3,67.29,83.75,Pass,0,81.0,94.0,61.0,4.0,32.0,3.0,80.0,4.0,77.0,2.0,36.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S180,2,46,48,39,4,46,3,98,3,38,4,50,3,60.59,52.5,Fail,1,48.0,68.0,88.0,4.0,32.0,2.0,69.0,3.0,64.0,4.0,85.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S181,2,84,57,97,3,42,4,35,2,65,2,31,2,66.33,73.5,Pass,0,57.0,96.0,95.0,4.0,51.0,4.0,84.0,4.0,89.0,3.0,41.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S182,2,64,83,68,2,70,2,82,2,41,2,86,3,63.04,74.0,Pass,0,60.0,89.0,64.0,4.0,34.0,3.0,40.0,3.0,85.0,3.0,63.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S183,2,52,75,95,3,70,4,61,2,79,2,41,4,67.77,67.75,Pass,0,83.0,61.0,74.0,4.0,99.0,2.0,52.0,4.0,99.0,3.0,31.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S184,2,64,69,66,2,81,2,51,3,34,4,47,3,61.7,82.0,Pass,0,98.0,97.0,66.0,3.0,93.0,3.0,71.0,4.0,77.0,3.0,45.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S185,2,82,79,57,3,42,2,88,2,82,4,74,2,68.19,76.5,Pass,0,71.0,74.0,87.0,2.0,56.0,3.0,36.0,3.0,76.0,2.0,88.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S186,2,49,67,82,4,55,4,48,2,93,2,83,2,62.93,73.5,Pass,0,95.0,83.0,33.0,3.0,32.0,2.0,40.0,2.0,87.0,4.0,56.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S187,2,65,83,75,3,65,4,94,4,64,4,57,4,78.24,65.5,Pass,0,45.0,69.0,72.0,3.0,96.0,4.0,80.0,3.0,93.0,3.0,98.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S188,2,46,78,89,3,90,4,39,3,65,3,78,4,66.59,66.5,Pass,0,50.0,92.0,78.0,4.0,34.0,3.0,90.0,2.0,55.0,2.0,44.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S189,2,60,45,45,2,32,4,42,4,50,3,83,4,59.29,64.25,Fail,1,82.0,70.0,87.0,3.0,75.0,2.0,40.0,2.0,93.0,3.0,50.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S190,2,98,65,93,3,75,4,38,4,55,3,58,3,61.09,75.75,Pass,0,60.0,80.0,66.0,3.0,52.0,2.0,57.0,3.0,60.0,3.0,58.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S191,2,93,87,34,3,36,3,65,2,56,3,75,3,65.46,75.5,Pass,0,69.0,53.0,56.0,2.0,71.0,2.0,83.0,2.0,96.0,3.0,87.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S192,2,97,46,87,3,31,3,66,4,53,2,94,2,69.52,71.25,Pass,0,45.0,97.0,32.0,3.0,84.0,4.0,93.0,2.0,55.0,2.0,94.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S193,2,54,79,53,4,83,4,45,4,40,2,97,4,64.56,65.25,Pass,0,49.0,79.0,42.0,3.0,70.0,3.0,79.0,4.0,88.0,4.0,32.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S194,2,93,70,62,2,77,4,31,2,61,3,65,2,69.92,71.75,Pass,0,45.0,79.0,59.0,3.0,65.0,2.0,84.0,2.0,87.0,4.0,94.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S195,2,95,66,82,2,79,2,47,3,95,2,73,4,59.45,83.75,Pass,0,91.0,83.0,58.0,3.0,46.0,4.0,78.0,2.0,31.0,3.0,43.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S196,2,77,79,87,4,87,4,80,3,70,4,45,2,68.7,66.25,Pass,0,51.0,58.0,41.0,4.0,34.0,2.0,61.0,3.0,72.0,2.0,98.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S197,2,86,53,78,2,47,2,91,2,58,2,54,4,59.69,68.75,Pass,0,50.0,86.0,58.0,4.0,33.0,3.0,86.0,2.0,73.0,4.0,43.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S198,2,95,94,91,3,93,3,74,3,87,4,49,3,73.87,87.5,Pass,0,92.0,69.0,86.0,3.0,97.0,4.0,81.0,2.0,37.0,3.0,34.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S199,2,49,75,74,2,61,2,96,3,58,4,86,2,74.75,62.75,Fail,1,74.0,53.0,55.0,3.0,91.0,4.0,75.0,2.0,80.0,2.0,73.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S200,2,99,67,38,3,90,3,70,4,76,3,98,3,76.39,85.0,Pass,0,86.0,88.0,85.0,4.0,63.0,2.0,59.0,4.0,99.0,3.0,84.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S201,2,57,47,55,2,53,2,99,4,89,3,78,3,79.23,63.25,Fail,1,56.0,93.0,95.0,4.0,47.0,2.0,81.0,3.0,73.0,3.0,82.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S202,2,74,94,59,3,86,4,49,2,48,2,56,3,63.16,75.5,Pass,0,71.0,63.0,79.0,3.0,58.0,4.0,89.0,2.0,62.0,4.0,45.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S203,2,51,70,41,2,98,2,55,2,51,4,42,2,55.42,68.75,Pass,0,87.0,67.0,47.0,3.0,59.0,3.0,45.0,2.0,68.0,2.0,55.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S204,2,93,82,31,2,35,3,79,3,47,4,70,3,59.17,83.75,Pass,0,61.0,99.0,91.0,2.0,87.0,3.0,51.0,3.0,35.0,3.0,68.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S205,2,58,66,80,4,77,4,79,2,42,2,39,2,63.97,69.0,Pass,0,99.0,53.0,81.0,3.0,54.0,2.0,80.0,3.0,63.0,4.0,32.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S206,2,86,50,77,2,48,4,34,4,40,2,97,2,61.93,63.0,Fail,1,45.0,71.0,92.0,2.0,41.0,2.0,70.0,3.0,66.0,2.0,77.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S207,2,66,80,40,4,87,3,58,4,44,4,71,2,60.06,73.25,Pass,0,87.0,60.0,78.0,4.0,31.0,4.0,95.0,3.0,60.0,4.0,55.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S208,2,47,58,54,2,82,4,47,2,67,4,50,2,66.63,53.75,Fail,1,45.0,65.0,56.0,3.0,99.0,4.0,73.0,2.0,46.0,4.0,69.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S209,2,96,47,95,3,59,2,38,2,40,2,95,4,65.21,75.75,Pass,0,77.0,83.0,75.0,2.0,89.0,4.0,40.0,4.0,31.0,2.0,56.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S210,2,46,83,50,3,34,2,49,4,90,3,49,3,56.86,61.0,Fail,1,69.0,46.0,61.0,3.0,99.0,2.0,96.0,2.0,30.0,4.0,34.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S211,2,63,56,77,2,86,4,64,3,34,3,51,4,68.82,66.75,Pass,0,57.0,91.0,83.0,4.0,82.0,4.0,98.0,3.0,62.0,3.0,45.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S212,2,96,56,68,2,75,3,76,2,79,2,89,4,73.15,80.5,Pass,0,76.0,94.0,44.0,2.0,92.0,2.0,70.0,3.0,53.0,3.0,78.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S213,2,51,48,98,4,45,4,58,4,43,4,78,2,63.65,58.25,Fail,1,69.0,65.0,46.0,4.0,86.0,4.0,87.0,3.0,49.0,3.0,48.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S214,2,83,57,52,3,62,4,47,2,62,2,83,2,65.38,68.5,Pass,0,63.0,71.0,99.0,4.0,63.0,2.0,97.0,3.0,40.0,4.0,45.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S215,2,74,93,36,4,45,3,41,4,50,3,72,2,53.23,82.0,Pass,0,76.0,85.0,35.0,4.0,49.0,2.0,95.0,2.0,82.0,2.0,67.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S216,2,64,50,84,2,99,2,76,4,55,2,43,3,65.2,65.75,Pass,0,98.0,51.0,75.0,4.0,60.0,4.0,58.0,3.0,46.0,3.0,65.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S217,2,92,68,92,3,54,4,61,3,47,2,55,2,62.9,72.75,Pass,0,79.0,52.0,49.0,3.0,59.0,2.0,92.0,4.0,60.0,2.0,48.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S218,2,75,87,66,4,58,3,55,3,44,3,79,3,57.4,74.75,Pass,0,67.0,70.0,57.0,3.0,37.0,2.0,40.0,2.0,47.0,4.0,79.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S219,2,98,54,38,4,40,4,96,2,68,3,85,4,61.59,76.0,Pass,0,83.0,69.0,50.0,3.0,72.0,4.0,77.0,3.0,50.0,3.0,52.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S220,2,49,48,38,2,64,2,50,3,47,2,72,4,59.74,56.25,Fail,1,78.0,50.0,96.0,2.0,95.0,3.0,44.0,4.0,58.0,2.0,36.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S221,2,72,58,73,3,61,3,99,4,35,4,53,3,62.35,73.0,Pass,0,78.0,84.0,76.0,4.0,53.0,2.0,47.0,2.0,57.0,4.0,52.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S222,2,78,55,64,2,71,4,53,3,82,4,34,2,63.22,76.0,Pass,0,93.0,78.0,59.0,4.0,92.0,4.0,55.0,2.0,66.0,3.0,36.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S223,2,84,72,68,3,82,3,33,3,54,4,57,2,56.71,72.75,Pass,0,47.0,88.0,49.0,4.0,40.0,4.0,36.0,4.0,90.0,4.0,63.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S224,2,63,53,77,4,70,2,54,3,54,4,68,4,64.42,58.75,Fail,1,59.0,60.0,56.0,3.0,92.0,4.0,48.0,4.0,57.0,2.0,62.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S225,2,63,74,51,4,77,3,83,3,69,2,31,2,56.07,68.5,Pass,0,91.0,46.0,84.0,2.0,89.0,2.0,35.0,4.0,48.0,4.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S226,2,96,77,69,2,46,3,37,2,71,3,38,4,64.23,86.5,Pass,0,79.0,94.0,82.0,3.0,54.0,4.0,91.0,4.0,75.0,3.0,75.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S227,2,55,92,37,4,64,2,75,3,37,3,66,4,58.9,75.75,Pass,0,72.0,84.0,63.0,4.0,46.0,2.0,76.0,3.0,81.0,3.0,38.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S228,2,93,73,50,3,98,3,35,4,42,2,49,2,58.86,86.75,Pass,0,91.0,90.0,37.0,3.0,96.0,4.0,41.0,3.0,54.0,2.0,78.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S229,2,55,98,65,4,82,3,85,2,85,3,33,2,75.32,70.75,Pass,0,74.0,56.0,64.0,2.0,81.0,4.0,97.0,4.0,51.0,2.0,85.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S230,2,73,83,41,4,84,4,91,3,84,4,65,2,61.0,78.0,Pass,0,68.0,88.0,46.0,3.0,42.0,4.0,57.0,4.0,44.0,4.0,62.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S231,2,56,81,52,3,54,2,60,2,83,2,42,4,62.3,75.25,Pass,0,69.0,95.0,76.0,4.0,67.0,4.0,91.0,2.0,68.0,2.0,37.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S232,2,96,71,62,3,71,3,56,4,93,4,49,2,61.44,72.5,Pass,0,60.0,63.0,37.0,3.0,67.0,2.0,60.0,4.0,46.0,4.0,68.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S233,2,92,56,47,4,35,3,72,4,83,2,91,2,62.59,67.5,Pass,0,62.0,60.0,37.0,2.0,60.0,4.0,39.0,2.0,99.0,4.0,49.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S234,2,67,53,87,4,83,3,51,4,49,4,68,2,73.72,73.0,Pass,0,94.0,78.0,62.0,4.0,83.0,3.0,91.0,4.0,75.0,4.0,90.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S235,2,82,64,63,2,73,3,46,4,39,4,47,2,63.0,76.25,Pass,0,88.0,71.0,88.0,3.0,88.0,2.0,92.0,4.0,61.0,3.0,40.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S236,2,50,85,91,4,63,2,46,3,69,4,96,3,74.59,81.75,Pass,0,97.0,95.0,93.0,4.0,76.0,3.0,45.0,3.0,81.0,4.0,68.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S237,2,93,56,39,4,84,2,78,2,66,4,54,4,57.0,74.0,Pass,0,86.0,61.0,53.0,4.0,41.0,4.0,92.0,2.0,42.0,4.0,68.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S238,2,56,78,60,2,91,2,60,3,44,2,63,4,56.5,59.25,Fail,1,48.0,55.0,58.0,3.0,45.0,4.0,66.0,2.0,50.0,4.0,37.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S239,2,81,46,70,3,99,2,55,4,99,4,58,4,74.07,64.0,Fail,1,83.0,46.0,48.0,3.0,99.0,2.0,86.0,2.0,90.0,3.0,54.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S240,2,45,95,35,3,39,4,94,2,94,4,60,4,56.9,75.0,Pass,0,61.0,99.0,65.0,2.0,55.0,2.0,46.0,3.0,54.0,3.0,34.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S241,2,96,65,55,4,68,2,43,2,50,3,45,3,57.66,71.25,Pass,0,60.0,64.0,58.0,4.0,48.0,2.0,95.0,4.0,51.0,3.0,42.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S242,2,49,70,56,2,53,4,92,2,77,4,41,2,77.33,66.75,Pass,0,87.0,61.0,69.0,2.0,86.0,4.0,93.0,4.0,86.0,2.0,99.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S243,2,99,67,56,3,66,3,94,3,79,3,54,2,75.83,73.75,Pass,0,59.0,70.0,80.0,3.0,99.0,3.0,94.0,3.0,65.0,3.0,67.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S244,2,56,86,68,4,40,4,62,2,47,2,87,2,64.88,79.0,Pass,0,75.0,99.0,39.0,3.0,44.0,4.0,72.0,4.0,99.0,4.0,85.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S245,2,55,59,39,3,76,2,79,3,44,3,31,3,53.68,67.75,Pass,0,87.0,70.0,67.0,3.0,71.0,2.0,40.0,2.0,63.0,2.0,31.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S246,2,64,67,50,4,41,3,49,3,30,3,53,3,50.97,65.0,Pass,0,80.0,49.0,53.0,4.0,84.0,2.0,53.0,2.0,53.0,3.0,55.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S247,2,60,82,94,2,80,4,72,2,66,2,87,3,66.27,77.75,Pass,0,83.0,86.0,57.0,2.0,72.0,4.0,39.0,4.0,43.0,4.0,71.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S248,2,76,76,71,3,30,2,31,2,59,4,81,4,67.86,67.75,Pass,0,53.0,66.0,63.0,3.0,78.0,2.0,82.0,4.0,69.0,2.0,97.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S249,2,85,66,47,3,72,4,35,4,77,3,36,2,63.83,64.0,Fail,1,60.0,45.0,66.0,4.0,66.0,2.0,93.0,3.0,91.0,2.0,62.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Y2_S250,2,74,91,49,3,53,2,33,2,47,2,95,2,51.07,70.25,Pass,0,63.0,53.0,57.0,4.0,39.0,2.0,71.0,2.0,38.0,4.0,44.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Y3_S001,3,49,85,51,2,85,4,54,4,35,4,63,4,64.89,65.17,Pass,0,53.0,93.0,80.0,3.0,66.0,4.0,70.0,3.0,87.0,3.0,65.0,2.0,59.0,52.0,55.0,2.0,57.0,3.0,80.0,3.0,71.0,2.0,58.0,4.0,,,,,,,,,,,,
Y3_S002,3,62,54,68,3,30,4,50,2,44,2,49,3,54.2,64.5,Fail,1,67.0,85.0,63.0,3.0,77.0,2.0,90.0,3.0,83.0,2.0,30.0,2.0,60.0,59.0,57.0,4.0,52.0,2.0,46.0,2.0,42.0,3.0,40.0,3.0,,,,,,,,,,,,
Y3_S003,3,76,79,90,4,93,4,39,2,88,3,98,3,62.85,70.5,Pass,0,74.0,75.0,46.0,4.0,49.0,2.0,31.0,2.0,30.0,3.0,54.0,4.0,53.0,66.0,63.0,4.0,51.0,3.0,31.0,3.0,95.0,3.0,45.0,2.0,,,,,,,,,,,,
Y3_S004,3,97,52,77,3,42,4,82,3,75,2,48,4,69.93,65.67,Pass,0,82.0,55.0,72.0,2.0,86.0,3.0,55.0,3.0,60.0,3.0,97.0,2.0,50.0,58.0,97.0,3.0,46.0,4.0,80.0,2.0,99.0,4.0,59.0,2.0,,,,,,,,,,,,
Y3_S005,3,84,55,55,3,48,4,55,3,70,4,76,2,69.26,64.0,Fail,1,69.0,46.0,95.0,2.0,57.0,2.0,64.0,2.0,60.0,2.0,61.0,3.0,78.0,52.0,88.0,2.0,95.0,3.0,83.0,3.0,57.0,2.0,94.0,2.0,,,,,,,,,,,,
Y3_S006,3,54,99,33,4,39,4,43,3,41,2,46,4,51.65,68.83,Pass,0,46.0,55.0,70.0,4.0,58.0,3.0,49.0,4.0,43.0,3.0,78.0,3.0,75.0,84.0,71.0,3.0,59.0,2.0,92.0,2.0,48.0,4.0,32.0,4.0,,,,,,,,,,,,
Y3_S007,3,88,66,46,3,38,3,50,2,40,4,82,4,64.46,68.17,Pass,0,90.0,55.0,81.0,4.0,73.0,3.0,76.0,3.0,73.0,4.0,81.0,4.0,57.0,53.0,33.0,2.0,77.0,3.0,68.0,3.0,48.0,4.0,87.0,2.0,,,,,,,,,,,,
Y3_S008,3,46,54,87,2,43,2,44,2,46,3,91,2,66.47,77.17,Pass,0,91.0,92.0,45.0,3.0,72.0,4.0,41.0,3.0,88.0,2.0,78.0,4.0,87.0,93.0,80.0,3.0,62.0,3.0,88.0,4.0,52.0,3.0,74.0,3.0,,,,,,,,,,,,
Y3_S009,3,59,51,44,3,75,3,75,2,73,4,58,4,72.11,70.5,Pass,0,69.0,96.0,83.0,2.0,95.0,3.0,49.0,2.0,54.0,3.0,86.0,4.0,49.0,99.0,90.0,2.0,37.0,3.0,77.0,2.0,90.0,4.0,94.0,3.0,,,,,,,,,,,,
Y3_S010,3,47,82,83,3,65,3,96,3,78,4,94,4,62.54,70.5,Pass,0,71.0,55.0,34.0,4.0,86.0,2.0,44.0,4.0,59.0,2.0,32.0,2.0,85.0,83.0,55.0,3.0,52.0,4.0,45.0,2.0,42.0,4.0,80.0,2.0,,,,,,,,,,,,
Y3_S011,3,82,80,94,3,92,4,38,2,69,4,72,3,65.07,68.0,Pass,0,48.0,77.0,53.0,4.0,39.0,3.0,41.0,3.0,47.0,3.0,92.0,2.0,56.0,65.0,54.0,4.0,93.0,2.0,79.0,3.0,78.0,3.0,30.0,2.0,,,,,,,,,,,,
Y3_S012,3,69,52,98,2,48,4,38,3,79,2,31,3,64.26,61.83,Fail,1,90.0,45.0,87.0,2.0,45.0,4.0,76.0,3.0,53.0,4.0,84.0,4.0,63.0,52.0,63.0,3.0,56.0,3.0,52.0,3.0,92.0,2.0,94.0,4.0,,,,,,,,,,,,
Y3_S013,3,76,77,93,4,42,3,48,2,40,4,44,3,67.46,74.0,Pass,0,85.0,71.0,89.0,2.0,81.0,2.0,46.0,4.0,73.0,3.0,92.0,2.0,73.0,62.0,76.0,3.0,99.0,2.0,73.0,4.0,83.0,4.0,60.0,4.0,,,,,,,,,,,,
